State Code,County Code,County Name/State Abbreviation,2010 Unemployment Rate (%),2011 Unemployment Rate (%),2012 Unemployment Rate (%),2013 Unemployment Rate (%),2014 Unemployment Rate (%),2015 Unemployment Rate (%),2016 Unemployment Rate (%),2017 Unemployment Rate (%),2018 Unemployment Rate (%),2019 Unemployment Rate (%),,
29.00,197.00,"Schuyler County, MO",10.30,9.30,7.60,7.90,7.40,5.90,6.40,4.90,4.10,4.40,,
29.00,199.00,"Scotland County, MO",8.00,6.70,5.20,5.40,4.80,4.60,4.10,3.10,2.80,3.10,,
29.00,201.00,"Scott County, MO",9.60,9.00,7.20,7.20,6.60,5.30,5.70,4.50,3.40,3.50,,
29.00,203.00,"Shannon County, MO",14.70,13.40,11.40,9.60,9.50,8.30,7.30,6.10,5.00,5.60,,
29.00,205.00,"Shelby County, MO",8.60,7.30,6.20,5.60,6.00,4.80,4.20,3.50,3.10,3.00,,
29.00,207.00,"Stoddard County, MO",10.30,10.20,9.00,8.90,7.80,6.70,6.40,5.10,4.50,4.70,,
29.00,209.00,"Stone County, MO",13.70,12.80,11.50,10.60,9.70,8.00,7.00,5.50,4.70,5.00,,
29.00,211.00,"Sullivan County, MO",8.80,8.50,7.10,6.50,6.60,6.10,5.70,4.10,3.10,3.50,,
29.00,213.00,"Taney County, MO",13.80,13.40,11.60,10.70,9.80,8.20,7.40,6.00,5.20,5.10,,
29.00,215.00,"Texas County, MO",10.90,9.90,8.40,8.30,7.90,6.80,6.30,5.00,4.10,4.50,,
29.00,217.00,"Vernon County, MO",8.20,7.40,6.00,6.00,5.70,5.20,4.80,3.80,3.20,3.50,,
29.00,219.00,"Warren County, MO",10.90,9.20,7.70,6.90,6.20,4.90,4.20,3.20,2.80,2.90,,
29.00,221.00,"Washington County, MO",14.20,12.40,10.90,9.80,8.60,6.80,6.30,5.40,4.50,4.50,,
29.00,223.00,"Wayne County, MO",10.70,10.30,9.30,8.30,7.50,6.00,5.30,5.10,4.80,4.80,,
29.00,225.00,"Webster County, MO",10.50,9.10,7.30,6.80,6.10,5.20,4.90,3.90,3.10,3.60,,
29.00,227.00,"Worth County, MO",6.80,5.80,4.30,4.10,4.00,3.30,3.00,2.50,2.90,2.70,,
29.00,229.00,"Wright County, MO",11.80,10.00,8.70,8.50,7.30,6.40,5.90,5.00,4.20,5.30,,
29.00,510.00,"St. Louis city, MO",11.40,10.50,8.80,8.40,7.60,6.20,5.40,4.50,3.90,3.90,,
30.00,1.00,"Beaverhead County, MT",5.80,5.80,5.20,4.70,3.70,3.50,3.40,3.20,3.20,2.90,,
30.00,3.00,"Big Horn County, MT",10.80,11.50,11.70,13.90,10.00,6.80,7.50,13.60,9.70,7.40,,
30.00,5.00,"Blaine County, MT",6.50,6.70,6.20,6.10,5.80,5.10,4.70,4.20,4.40,3.50,,
30.00,7.00,"Broadwater County, MT",7.30,7.00,7.30,6.30,5.40,5.20,5.10,4.80,4.00,4.00,,
30.00,9.00,"Carbon County, MT",6.30,5.50,4.50,4.40,3.90,3.80,4.10,3.70,3.60,3.40,,
30.00,11.00,"Carter County, MT",3.70,3.80,3.20,3.10,3.20,3.40,2.90,2.60,2.50,2.80,,
30.00,13.00,"Cascade County, MT",6.30,6.10,5.40,5.10,4.30,4.10,4.10,3.80,3.60,3.40,,
30.00,15.00,"Chouteau County, MT",4.30,4.30,3.80,3.60,3.20,3.40,3.90,3.30,3.00,2.70,,
30.00,17.00,"Custer County, MT",4.50,3.90,3.50,3.30,3.20,3.40,3.70,3.20,3.10,2.90,,
30.00,19.00,"Daniels County, MT",3.50,3.40,3.10,3.20,3.00,2.60,2.70,2.30,2.10,2.00,,
30.00,21.00,"Dawson County, MT",4.10,3.50,3.20,3.10,2.60,3.20,4.00,3.10,2.70,2.40,,
30.00,23.00,"Deer Lodge County, MT",6.00,5.90,5.40,4.90,4.40,4.10,3.90,3.60,3.60,3.20,,
30.00,25.00,"Fallon County, MT",3.00,2.50,2.00,2.00,1.90,2.40,3.80,2.70,1.80,1.80,,
30.00,27.00,"Fergus County, MT",6.30,5.80,5.20,4.90,4.30,4.20,4.10,4.10,3.70,3.10,,
30.00,29.00,"Flathead County, MT",12.00,10.50,8.80,7.60,6.40,5.90,5.80,5.30,4.90,4.70,,
30.00,31.00,"Gallatin County, MT",6.70,5.70,5.00,4.10,3.50,3.10,2.90,2.80,2.60,2.30,,
30.00,33.00,"Garfield County, MT",3.50,3.70,3.00,3.10,2.70,2.90,3.00,2.90,2.80,2.40,,
30.00,35.00,"Glacier County, MT",9.70,10.90,9.60,10.00,10.50,9.20,8.90,8.10,7.90,7.50,,
30.00,37.00,"Golden Valley County, MT",6.70,4.90,4.60,5.00,4.60,4.20,4.50,5.10,4.60,4.10,,
30.00,39.00,"Granite County, MT",9.10,8.70,7.90,7.50,6.80,6.40,6.10,5.90,5.40,5.70,,
30.00,41.00,"Hill County, MT",5.70,6.00,5.60,6.50,5.80,4.30,4.50,3.90,3.60,3.70,,
30.00,43.00,"Jefferson County, MT",6.20,6.00,5.40,4.80,4.60,4.20,4.80,4.40,3.90,3.30,,
30.00,45.00,"Judith Basin County, MT",6.30,5.90,5.00,4.80,4.20,3.50,3.50,3.70,3.40,3.10,,
30.00,47.00,"Lake County, MT",8.90,8.70,7.50,6.40,5.50,5.10,4.90,4.60,4.30,4.20,,
30.00,49.00,"Lewis and Clark County, MT",5.40,5.10,4.70,4.30,3.70,3.50,3.40,3.50,3.40,3.00,,
30.00,51.00,"Liberty County, MT",4.30,3.80,4.00,3.40,3.20,2.70,3.20,3.10,2.50,2.50,,
30.00,53.00,"Lincoln County, MT",14.80,14.20,12.20,12.80,11.20,10.30,9.30,8.60,7.50,7.20,,
30.00,55.00,"McCone County, MT",2.80,2.90,2.80,2.40,2.30,2.30,2.00,2.20,1.90,2.00,,
30.00,57.00,"Madison County, MT",7.50,7.00,6.10,5.50,4.60,3.70,3.90,4.00,3.60,3.20,,
30.00,59.00,"Meagher County, MT",8.00,7.10,5.30,5.30,4.30,3.70,4.20,4.40,3.90,3.50,,
30.00,61.00,"Mineral County, MT",12.40,11.60,10.60,10.30,9.10,8.60,7.80,7.60,7.30,5.70,,
30.00,63.00,"Missoula County, MT",7.20,6.50,5.70,5.10,4.40,4.00,3.90,3.70,3.40,3.20,,
30.00,65.00,"Musselshell County, MT",6.80,6.30,5.20,5.00,4.10,4.40,5.30,4.50,4.30,3.90,,
30.00,67.00,"Park County, MT",8.70,8.00,6.80,6.30,5.60,4.90,4.40,4.00,3.90,3.40,,
30.00,69.00,"Petroleum County, MT",5.00,5.40,4.30,4.40,4.20,5.30,4.70,4.50,3.90,3.60,,
30.00,71.00,"Phillips County, MT",6.70,6.60,5.80,5.80,5.30,5.20,5.50,4.60,4.60,3.70,,
30.00,73.00,"Pondera County, MT",5.80,5.70,4.80,4.90,4.90,4.60,4.40,3.90,4.10,3.80,,
30.00,75.00,"Powder River County, MT",3.70,4.50,3.60,3.30,3.10,2.70,2.40,2.60,2.90,2.40,,
30.00,77.00,"Powell County, MT",7.60,7.30,6.30,5.50,5.00,4.60,5.20,4.40,4.20,3.60,,
30.00,79.00,"Prairie County, MT",4.90,5.10,4.20,4.40,4.30,4.20,3.40,3.70,3.70,3.80,,
30.00,81.00,"Ravalli County, MT",9.30,8.60,7.40,6.70,6.00,5.30,5.00,4.80,4.20,4.00,,
30.00,83.00,"Richland County, MT",3.70,2.90,2.70,2.60,2.40,3.30,5.20,3.90,3.10,2.70,,
30.00,85.00,"Roosevelt County, MT",6.80,6.80,6.40,5.40,5.20,5.40,5.50,4.70,4.60,4.30,,
30.00,87.00,"Rosebud County, MT",6.90,7.00,6.60,6.30,5.70,5.50,5.70,5.20,5.30,5.00,,
30.00,89.00,"Sanders County, MT",12.90,12.80,11.20,10.40,9.30,8.50,8.00,7.10,6.50,5.90,,
30.00,91.00,"Sheridan County, MT",3.60,3.40,2.90,2.80,2.60,2.60,3.40,2.70,2.30,2.20,,
30.00,93.00,"Silver Bow County, MT",6.40,6.30,5.90,5.40,4.90,4.40,4.40,4.30,4.10,3.80,,
30.00,95.00,"Stillwater County, MT",5.70,5.00,4.30,4.00,3.70,3.90,4.10,3.90,3.50,3.10,,
30.00,97.00,"Sweet Grass County, MT",5.40,4.50,3.80,3.70,3.50,2.90,3.20,3.20,3.10,2.80,,
30.00,99.00,"Teton County, MT",5.90,5.40,4.70,4.30,3.70,3.90,3.70,4.00,3.40,3.30,,
30.00,101.00,"Toole County, MT",4.50,4.40,4.10,3.80,3.00,3.50,3.60,3.10,2.60,2.40,,
30.00,103.00,"Treasure County, MT",5.30,5.30,4.70,4.50,4.00,5.00,4.50,3.80,3.00,2.70,,
30.00,105.00,"Valley County, MT",4.80,4.50,4.00,3.70,3.00,3.20,3.50,3.30,3.10,3.20,,
30.00,107.00,"Wheatland County, MT",7.80,7.70,6.10,6.20,5.00,5.60,5.30,4.50,5.00,3.80,,
30.00,109.00,"Wibaux County, MT",4.20,4.00,3.00,3.40,2.90,3.30,4.10,3.30,3.40,3.00,,
30.00,111.00,"Yellowstone County, MT",5.80,5.20,4.50,4.30,3.70,3.40,3.70,3.60,3.40,3.20,,
31.00,1.00,"Adams County, NE",4.80,4.30,3.70,3.60,3.40,3.10,3.10,3.10,2.90,3.20,,
31.00,3.00,"Antelope County, NE",3.70,3.60,3.20,3.10,2.70,2.60,2.60,2.50,2.40,2.60,,
31.00,5.00,"Arthur County, NE",8.00,6.10,6.50,7.30,5.40,4.40,5.70,5.90,5.00,5.40,,
31.00,7.00,"Banner County, NE",4.40,4.60,4.40,4.40,3.70,3.40,3.60,3.60,3.40,3.70,,
31.00,9.00,"Blaine County, NE",5.10,5.40,5.30,5.10,4.40,4.50,4.50,4.20,4.60,5.00,,
31.00,11.00,"Boone County, NE",3.60,3.70,3.00,3.20,2.60,2.40,2.60,2.50,2.30,2.70,,
31.00,13.00,"Box Butte County, NE",5.10,4.20,3.90,3.80,3.10,3.00,3.60,3.30,2.80,3.20,,
31.00,15.00,"Boyd County, NE",4.00,3.80,3.80,3.40,3.30,2.70,3.00,3.30,3.00,3.30,,
31.00,17.00,"Brown County, NE",4.80,4.60,3.90,3.80,3.40,3.70,3.70,3.30,3.40,3.50,,
31.00,19.00,"Buffalo County, NE",3.70,3.50,3.20,3.20,2.70,2.40,2.50,2.40,2.40,2.60,,
31.00,21.00,"Burt County, NE",6.00,5.70,4.60,4.40,3.90,3.60,3.70,3.70,3.40,3.40,,
31.00,23.00,"Butler County, NE",4.00,3.80,3.20,3.30,2.90,2.80,3.20,2.80,2.30,2.60,,
31.00,25.00,"Cass County, NE",5.70,5.30,4.50,4.20,3.70,3.30,3.40,3.20,3.00,3.30,,
31.00,27.00,"Cedar County, NE",3.60,3.30,2.80,2.90,2.30,2.40,2.50,2.20,2.30,2.50,,
31.00,29.00,"Chase County, NE",2.80,2.50,2.30,2.30,2.00,1.90,2.00,1.90,2.20,2.30,,
31.00,31.00,"Cherry County, NE",3.00,3.00,2.80,2.70,2.40,2.30,2.30,2.30,2.20,2.40,,
31.00,33.00,"Cheyenne County, NE",3.70,3.00,2.70,2.80,2.20,2.20,2.80,2.90,2.80,3.70,,
31.00,35.00,"Clay County, NE",4.30,4.20,3.60,3.40,3.20,2.90,3.10,3.10,3.20,3.20,,
31.00,37.00,"Colfax County, NE",4.00,3.90,3.40,3.40,3.00,2.60,2.80,2.40,2.40,2.70,,
31.00,39.00,"Cuming County, NE",3.70,3.40,3.00,3.00,2.60,2.60,2.90,2.70,2.50,2.70,,
31.00,41.00,"Custer County, NE",3.70,3.40,2.80,2.70,2.40,2.20,2.30,2.20,2.10,2.40,,
31.00,43.00,"Dakota County, NE",7.50,5.90,5.60,4.60,3.70,3.50,4.10,4.10,3.60,3.90,,
31.00,45.00,"Dawes County, NE",4.00,3.90,3.60,3.50,2.90,2.60,2.90,2.70,2.70,2.90,,
31.00,47.00,"Dawson County, NE",5.00,5.00,4.20,3.70,3.40,3.20,2.90,2.90,2.80,3.00,,
31.00,49.00,"Deuel County, NE",4.00,3.50,3.20,3.30,2.70,2.50,2.60,2.60,2.90,2.90,,
31.00,51.00,"Dixon County, NE",4.90,4.60,4.00,3.70,3.00,3.30,3.30,3.10,3.00,3.10,,
31.00,53.00,"Dodge County, NE",5.40,4.90,4.40,4.10,3.60,3.20,3.10,2.80,2.80,2.90,,
31.00,55.00,"Douglas County, NE",5.20,4.90,4.30,4.10,3.60,3.30,3.30,3.20,3.10,3.30,,
31.00,57.00,"Dundy County, NE",3.20,2.90,2.80,2.70,2.30,2.10,2.20,2.40,2.20,2.60,,
31.00,59.00,"Fillmore County, NE",3.80,3.50,3.20,2.90,2.40,2.90,2.70,2.50,2.50,2.60,,
31.00,61.00,"Franklin County, NE",4.50,4.20,3.50,3.40,3.20,2.40,3.00,3.00,3.00,3.40,,
31.00,63.00,"Frontier County, NE",3.80,3.60,3.10,3.30,2.80,2.40,2.80,2.60,2.60,3.30,,
31.00,65.00,"Furnas County, NE",3.40,3.60,3.40,3.40,2.80,2.60,2.80,2.40,2.60,2.80,,
31.00,67.00,"Gage County, NE",5.90,5.80,4.80,4.50,4.10,3.60,3.30,3.50,3.20,3.60,,
31.00,69.00,"Garden County, NE",4.20,3.60,3.10,2.80,2.80,2.40,3.30,2.80,2.40,2.90,,
31.00,71.00,"Garfield County, NE",3.20,3.40,3.00,3.00,2.60,2.40,2.50,2.60,2.40,2.70,,
31.00,73.00,"Gosper County, NE",3.70,3.50,2.90,3.40,3.00,2.40,2.50,2.70,2.50,2.60,,
31.00,75.00,"Grant County, NE",3.80,3.30,3.40,3.30,2.30,2.30,2.20,2.30,2.60,2.80,,
31.00,77.00,"Greeley County, NE",3.70,3.90,3.50,3.40,3.20,3.10,3.10,3.00,2.60,2.90,,
31.00,79.00,"Hall County, NE",4.70,4.50,3.90,3.60,3.90,3.90,3.60,3.40,3.20,3.50,,
31.00,81.00,"Hamilton County, NE",3.80,3.80,3.20,3.10,3.00,2.90,2.80,2.50,2.50,3.00,,
31.00,83.00,"Harlan County, NE",3.30,3.30,3.10,3.00,2.60,2.10,2.50,2.50,2.30,2.80,,
31.00,85.00,"Hayes County, NE",3.60,3.10,2.90,3.30,2.90,2.30,2.40,2.40,2.20,2.40,,
31.00,87.00,"Hitchcock County, NE",5.20,4.90,4.00,4.00,3.40,3.20,3.60,3.40,3.40,3.40,,
31.00,89.00,"Holt County, NE",3.70,3.40,3.10,3.10,2.60,2.40,2.50,2.40,2.60,2.60,,
31.00,91.00,"Hooker County, NE",5.10,4.50,4.60,4.60,4.20,4.20,3.60,3.80,3.70,3.10,,
31.00,93.00,"Howard County, NE",4.50,4.10,3.50,3.60,3.70,3.60,3.30,3.10,3.10,3.50,,
31.00,95.00,"Jefferson County, NE",4.80,4.30,3.70,3.60,3.00,2.70,2.40,2.40,2.50,2.70,,
31.00,97.00,"Johnson County, NE",4.70,4.80,4.20,4.20,3.80,3.30,3.10,3.40,3.60,3.50,,
31.00,99.00,"Kearney County, NE",3.60,3.30,2.80,2.70,2.40,2.20,2.30,2.20,2.10,2.30,,
31.00,101.00,"Keith County, NE",4.30,4.10,3.60,3.50,2.80,2.70,2.90,3.00,3.00,3.20,,
31.00,103.00,"Keya Paha County, NE",3.70,3.00,3.00,3.30,2.70,2.10,2.10,2.50,2.20,2.50,,
31.00,105.00,"Kimball County, NE",4.80,3.60,3.20,3.20,2.50,3.50,4.00,2.80,2.70,3.00,,
31.00,107.00,"Knox County, NE",4.20,3.90,3.30,3.40,3.10,3.20,3.00,3.50,3.10,3.00,,
31.00,109.00,"Lancaster County, NE",4.30,4.00,3.50,3.40,3.00,2.60,2.80,2.70,2.60,2.80,,
31.00,111.00,"Lincoln County, NE",4.60,4.40,3.80,3.70,3.20,2.90,3.10,3.00,3.00,3.50,,
31.00,113.00,"Logan County, NE",4.70,3.50,3.00,3.20,3.00,3.00,2.90,2.80,2.80,3.00,,
31.00,115.00,"Loup County, NE",5.70,4.70,3.60,4.50,3.90,3.40,3.50,3.00,3.00,4.00,,
31.00,117.00,"McPherson County, NE",2.80,2.50,3.30,3.80,2.30,1.90,2.40,2.20,2.70,2.70,,
31.00,119.00,"Madison County, NE",4.30,4.10,3.60,3.40,2.90,2.70,2.70,2.60,2.50,2.80,,
31.00,121.00,"Merrick County, NE",4.60,4.30,3.60,3.60,3.80,3.70,3.60,2.80,2.80,3.20,,
31.00,123.00,"Morrill County, NE",4.20,3.40,3.10,3.10,3.00,2.90,3.20,2.90,2.70,2.90,,
31.00,125.00,"Nance County, NE",4.00,3.70,3.20,3.10,2.70,2.50,2.70,2.50,2.40,3.00,,
31.00,127.00,"Nemaha County, NE",5.40,5.00,4.70,4.90,3.80,3.60,3.60,3.90,3.50,3.70,,
31.00,129.00,"Nuckolls County, NE",4.20,3.60,3.40,3.10,2.80,2.60,2.90,2.70,2.70,2.70,,
31.00,131.00,"Otoe County, NE",5.10,5.10,4.40,4.20,3.70,3.30,3.40,3.30,2.90,3.20,,
31.00,133.00,"Pawnee County, NE",4.00,3.70,3.20,3.00,2.80,2.60,2.20,3.10,2.60,2.90,,
31.00,135.00,"Perkins County, NE",3.40,2.90,2.60,2.50,2.10,1.80,2.20,1.90,2.00,2.30,,
31.00,137.00,"Phelps County, NE",3.60,3.70,2.90,2.90,2.60,2.40,2.50,2.30,2.30,2.60,,
31.00,139.00,"Pierce County, NE",3.70,3.50,3.20,3.30,2.90,2.50,2.60,2.70,2.70,2.70,,
31.00,141.00,"Platte County, NE",4.30,4.20,3.60,3.40,3.00,3.00,3.50,2.90,2.70,2.90,,
31.00,143.00,"Polk County, NE",4.10,3.40,3.00,3.30,3.20,2.50,2.70,2.40,2.40,2.80,,
31.00,145.00,"Red Willow County, NE",3.70,3.50,3.20,2.90,2.60,2.60,2.80,2.50,2.40,2.80,,
31.00,147.00,"Richardson County, NE",6.30,6.00,5.00,4.40,3.60,3.20,3.20,3.20,3.00,3.20,,
31.00,149.00,"Rock County, NE",2.90,2.70,2.50,3.10,2.60,2.70,2.60,2.50,2.40,3.10,,
31.00,151.00,"Saline County, NE",4.80,4.70,4.20,4.20,3.40,2.90,3.10,3.10,3.00,3.20,,
31.00,153.00,"Sarpy County, NE",4.50,4.20,3.80,3.50,3.10,2.80,2.90,2.80,2.70,2.90,,
31.00,155.00,"Saunders County, NE",4.90,4.60,4.10,3.90,3.50,3.10,3.10,2.80,2.80,2.80,,
31.00,157.00,"Scotts Bluff County, NE",5.60,5.00,4.60,4.10,3.60,3.40,3.50,3.40,3.30,3.70,,
31.00,159.00,"Seward County, NE",4.10,3.90,3.40,3.60,3.10,2.90,2.90,2.70,2.60,2.90,,
31.00,161.00,"Sheridan County, NE",3.60,3.60,3.50,3.20,2.60,2.70,2.80,2.60,2.50,2.80,,
31.00,163.00,"Sherman County, NE",4.10,4.30,3.70,3.30,3.30,2.90,3.20,2.90,2.60,3.20,,
31.00,165.00,"Sioux County, NE",3.80,3.40,3.50,3.20,2.50,2.50,2.70,2.90,2.60,2.80,,
31.00,167.00,"Stanton County, NE",4.20,3.70,3.40,3.30,2.80,2.50,2.60,2.80,2.50,2.60,,
31.00,169.00,"Thayer County, NE",3.90,3.30,3.00,2.70,2.50,2.40,2.40,2.20,2.30,2.70,,
31.00,171.00,"Thomas County, NE",4.80,5.20,3.80,3.80,3.50,3.00,3.30,3.20,2.70,3.50,,
31.00,173.00,"Thurston County, NE",9.70,10.20,8.50,7.50,6.00,5.30,4.80,5.00,4.10,4.50,,
31.00,175.00,"Valley County, NE",4.50,4.00,3.40,3.20,3.00,2.80,2.80,2.60,2.90,3.20,,
31.00,177.00,"Washington County, NE",4.70,4.40,3.70,3.60,3.20,3.00,3.20,3.10,2.80,2.90,,
31.00,179.00,"Wayne County, NE",3.90,3.50,3.10,3.10,2.80,2.60,2.70,2.40,2.50,2.60,,
31.00,181.00,"Webster County, NE",4.90,4.60,3.60,3.80,3.40,3.50,3.10,2.90,2.80,3.50,,
31.00,183.00,"Wheeler County, NE",3.90,3.20,3.30,3.20,2.90,2.30,2.10,2.20,2.40,2.80,,
31.00,185.00,"York County, NE",4.70,4.30,3.60,3.50,3.10,2.90,2.70,2.60,2.50,2.70,,
32.00,1.00,"Churchill County, NV",12.50,12.80,11.40,9.80,8.00,7.10,5.60,4.50,3.80,3.50,,
32.00,3.00,"Clark County, NV",14.00,13.50,11.70,10.00,8.20,6.90,5.90,5.20,4.60,4.00,,
32.00,5.00,"Douglas County, NV",14.00,13.50,11.90,10.10,8.30,6.80,5.70,4.80,4.20,3.90,,
32.00,7.00,"Elko County, NV",7.90,7.40,6.60,6.40,5.80,5.20,4.50,3.70,3.10,3.00,,
32.00,9.00,"Esmeralda County, NV",9.90,8.20,7.20,5.00,4.50,4.40,4.70,4.10,5.00,3.70,,
32.00,11.00,"Eureka County, NV",8.00,7.10,6.30,6.30,6.10,5.90,4.60,3.00,2.50,2.40,,
32.00,13.00,"Humboldt County, NV",8.80,8.00,6.80,6.60,6.70,6.10,5.60,4.30,3.30,2.90,,
32.00,15.00,"Lander County, NV",9.90,9.10,7.80,7.70,6.90,6.80,6.30,4.50,3.50,3.20,,
32.00,17.00,"Lincoln County, NV",10.80,11.40,10.80,9.90,7.60,6.10,5.40,4.80,4.30,4.00,,
32.00,19.00,"Lyon County, NV",17.80,17.10,15.30,13.20,10.70,9.60,7.60,6.00,5.30,4.70,,
32.00,21.00,"Mineral County, NV",15.40,14.40,14.10,13.00,11.20,10.20,6.40,5.50,5.10,4.00,,
32.00,23.00,"Nye County, NV",17.60,17.10,14.90,12.60,10.00,8.90,7.40,6.40,5.60,5.10,,
32.00,27.00,"Pershing County, NV",11.10,11.00,10.00,9.30,7.50,7.00,6.00,4.60,4.00,4.00,,
32.00,29.00,"Storey County, NV",17.00,16.00,13.80,12.00,9.30,7.50,6.40,5.00,4.30,3.70,,
32.00,31.00,"Washoe County, NV",13.10,12.80,11.50,9.80,7.80,6.30,5.10,4.20,3.50,3.20,,
32.00,33.00,"White Pine County, NV",9.30,8.90,7.90,7.60,6.30,5.50,4.70,4.10,3.60,3.00,,
32.00,510.00,"Carson City, NV",13.70,13.50,12.20,10.80,8.90,7.30,6.20,5.00,4.60,3.90,,
33.00,1.00,"Belknap County, NH",6.70,5.60,5.40,5.20,4.20,3.40,2.80,2.80,2.60,2.50,,
33.00,3.00,"Carroll County, NH",5.90,5.50,5.20,5.10,4.20,3.50,2.90,2.80,2.60,2.50,,
33.00,5.00,"Cheshire County, NH",5.80,5.10,5.00,4.90,4.10,3.20,2.70,2.70,2.60,2.60,,
33.00,7.00,"Coos County, NH",7.70,7.40,7.30,6.30,5.70,4.40,3.80,3.60,3.30,3.20,,
33.00,9.00,"Grafton County, NH",5.00,4.50,4.40,4.40,3.50,2.80,2.40,2.30,2.20,2.20,,
33.00,11.00,"Hillsborough County, NH",6.40,5.70,5.70,5.50,4.50,3.60,3.00,3.00,2.70,2.60,,
33.00,13.00,"Merrimack County, NH",5.60,5.00,4.90,4.80,3.80,3.10,2.60,2.50,2.30,2.30,,
33.00,15.00,"Rockingham County, NH",6.30,5.70,5.80,5.60,4.60,3.60,3.00,3.00,2.90,2.70,,
33.00,17.00,"Strafford County, NH",5.90,5.30,5.40,5.00,4.00,3.20,2.50,2.50,2.40,2.30,,
33.00,19.00,"Sullivan County, NH",5.40,4.60,4.40,4.20,3.50,2.80,2.30,2.30,2.20,2.30,,
34.00,1.00,"Atlantic County, NJ",12.50,12.50,12.80,11.90,10.50,9.50,7.40,7.10,5.70,5.10,,
34.00,3.00,"Bergen County, NJ",8.10,7.70,7.70,6.80,5.40,4.60,4.20,3.80,3.30,2.90,,
34.00,5.00,"Burlington County, NJ",9.10,8.70,8.70,7.90,6.40,5.30,4.40,4.00,3.60,3.30,,
34.00,7.00,"Camden County, NJ",11.10,10.90,10.80,9.60,7.70,6.40,5.50,5.00,4.50,4.00,,
34.00,9.00,"Cape May County, NJ",14.20,14.90,15.50,14.50,12.20,11.00,9.80,9.00,8.20,7.20,,
34.00,11.00,"Cumberland County, NJ",13.20,13.00,13.20,12.00,9.90,8.70,7.40,6.80,6.20,5.50,,
34.00,13.00,"Essex County, NJ",11.00,10.80,10.80,9.90,8.00,6.80,6.00,5.50,5.00,4.50,,
34.00,15.00,"Gloucester County, NJ",10.40,10.20,10.20,9.20,7.30,6.00,5.00,4.60,4.10,3.70,,
34.00,17.00,"Hudson County, NJ",9.70,9.10,8.90,8.00,6.30,5.30,4.60,4.20,3.70,3.30,,
34.00,19.00,"Hunterdon County, NJ",7.50,6.90,6.90,6.00,4.80,4.20,3.70,3.40,3.10,2.80,,
34.00,21.00,"Mercer County, NJ",8.50,8.30,8.30,7.40,5.80,4.90,4.30,4.00,3.50,3.20,,
34.00,23.00,"Middlesex County, NJ",9.10,8.80,8.70,7.70,6.10,5.10,4.40,4.00,3.50,3.10,,
34.00,25.00,"Monmouth County, NJ",8.90,8.60,8.80,7.70,6.10,5.10,4.40,4.00,3.50,3.20,,
34.00,27.00,"Morris County, NJ",7.50,7.10,7.10,6.30,5.00,4.30,3.90,3.50,3.10,2.80,,
34.00,29.00,"Ocean County, NJ",10.40,10.50,10.70,9.50,7.40,6.10,5.20,4.70,4.10,3.70,,
34.00,31.00,"Passaic County, NJ",11.50,11.00,11.10,10.20,8.20,7.00,6.10,5.60,4.90,4.30,,
34.00,33.00,"Salem County, NJ",11.80,11.70,11.90,10.60,8.50,7.30,6.40,6.00,5.30,4.80,,
34.00,35.00,"Somerset County, NJ",7.70,7.40,7.50,6.50,5.20,4.50,4.00,3.70,3.30,3.00,,
34.00,37.00,"Sussex County, NJ",9.60,9.20,9.10,8.10,6.40,5.40,4.70,4.30,3.80,3.40,,
34.00,39.00,"Union County, NJ",9.70,9.50,9.50,8.50,6.90,6.00,5.10,4.60,4.10,3.70,,
34.00,41.00,"Warren County, NJ",10.00,9.10,8.80,7.80,6.30,5.30,4.60,4.10,3.70,3.30,,
35.00,1.00,"Bernalillo County, NM",7.40,6.90,6.60,6.40,6.10,6.00,5.90,5.40,4.50,4.40,,
35.00,3.00,"Catron County, NM",11.60,10.80,9.40,8.90,8.20,8.40,8.20,6.90,6.40,6.20,,
35.00,5.00,"Chaves County, NM",7.20,6.50,6.40,6.30,6.00,6.40,6.80,6.40,4.90,4.90,,
35.00,6.00,"Cibola County, NM",9.20,9.10,8.40,8.60,8.50,8.10,8.30,7.70,6.20,6.30,,
35.00,7.00,"Colfax County, NM",8.00,7.80,7.70,7.10,6.20,6.10,6.10,5.90,4.90,4.70,,
35.00,9.00,"Curry County, NM",5.10,4.90,4.90,5.10,5.00,4.90,5.10,4.70,4.00,4.10,,
35.00,11.00,"De Baca County, NM",5.70,4.90,4.20,4.50,4.60,5.10,4.80,4.60,4.40,4.30,,
35.00,13.00,"Dona Ana County, NM",7.40,7.30,7.20,7.50,7.20,7.40,7.20,6.70,5.70,5.70,,
35.00,15.00,"Eddy County, NM",6.10,4.90,4.60,4.60,4.40,5.00,6.60,5.20,3.30,3.10,,
35.00,17.00,"Grant County, NM",9.30,7.00,6.50,6.70,6.50,6.50,6.50,6.00,4.80,4.80,,
35.00,19.00,"Guadalupe County, NM",9.70,10.10,9.80,8.70,7.60,7.20,6.60,6.50,5.50,5.30,,
35.00,21.00,"Harding County, NM",5.80,6.10,6.10,5.20,4.70,8.70,7.10,6.00,5.40,5.10,,
35.00,23.00,"Hidalgo County, NM",8.20,7.30,7.20,7.50,7.00,6.30,5.60,5.10,3.80,4.30,,
35.00,25.00,"Lea County, NM",7.60,5.40,4.60,4.50,4.30,6.30,9.30,6.50,4.10,3.90,,
35.00,27.00,"Lincoln County, NM",7.20,6.50,6.40,6.40,5.90,5.80,6.00,5.50,4.60,4.60,,
